"","folio","ginc_1_2","ginc_3","ginc_4","ginc_5","ginc_6","ginc_7","bin_telefono","bin_celular","bin_tvpaga","bin_conex_inte","bin_agua","bin_electricidad","coche","propiedad","piso_tierra","piso_cemento","piso_otro","bin_sex","share_h","share_ocup","hablaind","inst","prospera","adultom","rururb","tam_grande","tam_med","tam_medpeq","tam_peq","ent","mun","region","no_edu","kinder","primaria","secundaria","preparatoria","licenciatura","postgrado","factor","upm"
"10879","1701700090022023540501",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.428571428571429,0.428571428571429,1,NA,1,0,0,0,0,0,1,"17","17017",4,0,0,1,0,0,0,0,1423,27
"10880","1701800010462001530101",0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0.5,0,"ISSSTE",0,0,0,0,0,1,0,"17","17018",4,0,0,0,0,0,1,0,1051,11
"10881","1701800010462001540401",0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0.5,0.25,0,NA,0,0,0,0,0,0,1,"17","17018",4,0,0,0,0,1,0,0,2360,11
"10882","1701800010462002530201",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0.333333333333333,0,NA,0,0,0,0,1,0,0,"17","17018",4,0,0,0,0,1,0,0,3095,11
"10883","1701800010462002530501",0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0.6,0.6,0,"Otro",0,0,0,0,0,0,1,"17","17018",4,0,0,0,0,1,0,0,2476,11
"10884","1701800010462002540201",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.4,0.4,0,"Otro",0,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,4320,11
"10885","1701800010462002550201",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0.666666666666667,0.666666666666667,0,NA,0,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,3095,11
"10886","1701800010462002550301",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.25,0.5,0,NA,1,0,0,0,0,0,1,"17","17018",4,0,0,1,0,0,0,0,3595,11
"10887","1701800010462003530401",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.571428571428571,0.142857142857143,0,NA,0,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,2360,11
"10888","1701800010462003540101",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.333333333333333,0.333333333333333,0,"IMSS",0,0,0,0,1,0,0,"17","17018",4,0,0,0,0,1,0,0,1051,11
"10889","1701800010462003550401",0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,0,1,0,0,0,"17","17018",4,0,0,0,1,0,0,0,2360,11
"10890","1701800010462003550501",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.333333333333333,0.333333333333333,0,NA,0,0,0,1,0,0,0,"17","17018",4,0,0,0,1,0,0,0,4859,11
"10891","1701800010509013530401",0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0.5,0,"IMSS",0,0,0,0,0,0,1,"17","17018",4,0,0,0,0,0,1,0,2360,11
"10892","1701800010509013540101",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0.25,0,"IMSS",0,1,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,1423,11
"10893","1701800010509013540501",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.75,0.25,0,NA,0,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,2476,11
"10894","1701800010509013550101",0,0,1,0,0,0,0,1,1,0,1,1,2,1,0,1,0,1,0.6,0.4,0,"Otro",0,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,1731,11
"10895","1701800010509013550401",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0.285714285714286,0.142857142857143,0,"IMSS",0,0,0,1,0,0,0,"17","17018",4,0,0,0,0,1,0,0,2360,11
"10896","1701800010509013550501",0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.5,0,0,"IMSS",0,1,0,0,0,0,1,"17","17018",4,0,0,1,0,0,0,0,2476,11
"10897","1701800010509020530201",0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0.6,0.8,0,NA,0,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,3825,11
"10898","1701800010509020530301",0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.5,0.25,0,"ISSSTE",0,0,0,0,0,0,1,"17","17018",4,0,0,0,0,0,1,0,3595,11
"10899","1701800010509020540201",0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0.5,0.5,0,"Otro",0,0,0,0,0,0,1,"17","17018",4,0,0,0,0,0,1,0,3825,11
"10900","1701800010509020550201",0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0.5,1,0,"Otro",0,0,0,0,0,0,1,"17","17018",4,1,0,0,0,0,0,0,3825,11
"10901","1701800010509020550401",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.8,0.4,0,NA,1,0,0,0,0,0,1,"17","17018",4,0,0,1,0,0,0,0,1731,11
"10902","1701800010509027530101",0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0.4,0.2,0,"IMSS",0,0,0,0,0,0,1,"17","17018",4,0,0,0,0,0,1,0,1423,11
"10903","1701800010509027540301",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.5,0.166666666666667,0,NA,1,0,0,0,0,0,1,"17","17018",4,0,0,0,1,0,0,0,3595,11
"10904","1702400070366034530301",0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0.5,0.25,0,NA,0,0,0,0,0,0,1,"17","17024",4,0,0,0,0,1,0,0,3595,6
"10905","1702400070366034530501",0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.25,0.25,0,NA,1,0,0,0,0,0,1,"17","17024",4,0,0,1,0,0,0,0,2476,6
"10906","1702400070366034540401",0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.8,0.2,0,NA,1,0,0,0,0,0,1,"17","17024",4,0,0,0,1,0,0,0,2360,6
"10907","1702400070366034550101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0.444444444444444,0.333333333333333,0,NA,0,0,0,0,0,0,1,"17","17024",4,0,0,1,0,0,0,0,1051,6
"10908","1702400070366034550401",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0.2,0.4,0,"Otro",0,0,0,0,0,0,1,"17","17024",4,0,0,0,1,0,0,0,2360,6
"10909","1702400070366049530201",0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.8,0.2,0,"IMSS",0,0,0,0,0,0,1,"17","17024",4,0,0,0,0,1,0,0,3095,6
"10910","1702400070366049540101",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.5,0,NA,0,0,0,0,0,0,1,"17","17024",4,0,0,0,0,0,1,0,1731,6
"10911","1702400070366054530101",0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,0.5,0,NA,0,0,0,0,0,0,1,"17","17024",4,0,0,0,0,1,0,0,1731,6
"10912","1702400070366054540201",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.5,0.25,0,"IMSS",0,0,0,0,0,0,1,"17","17024",4,0,0,0,0,0,1,0,4320,6
"10913","1702400070366054550201",0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0.5,0.5,0,"Otro",0,0,0,0,0,0,1,"17","17024",4,0,0,0,1,0,0,0,3825,6
"10914","1702400070366054550501",0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0.4,0.4,0,"Otro",1,0,0,0,0,0,1,"17","17024",4,0,0,0,1,0,0,0,2476,6
"10915","1702500010043005530201",0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0.8,0.8,0,"ISSSTE",0,0,0,0,0,0,1,"17","17025",4,0,0,0,1,0,0,0,3095,24
"10916","1702500010043005530501",0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0.6,0.2,0,NA,0,0,0,0,0,0,1,"17","17025",4,0,0,0,0,1,0,0,2476,24
"10917","1702500010043005540401",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.5,0.25,0,"Otro",0,0,0,0,0,1,0,"17","17025",4,0,0,0,1,0,0,0,2360,24
"10918","1702500010043005540501",0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0.285714285714286,0.285714285714286,0,NA,0,0,0,0,0,1,0,"17","17025",4,0,0,1,0,0,0,0,2476,24
"10919","1702500010043005550201",0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0.5,0.5,0,"ISSSTE",0,0,0,0,0,0,1,"17","17025",4,0,0,0,0,1,0,0,4320,24
"10920","1702500010043018530101",0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0.25,0.75,0,NA,0,0,0,0,0,0,1,"17","17025",4,0,0,0,1,0,0,0,1731,24
"10921","1702500010043018540201",0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0.6,0.4,1,"Otro",0,1,0,0,0,0,1,"17","17025",4,0,0,0,1,0,0,0,3095,24
"10922","1702500010043060540102",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0.5,0.75,0,"IMSS",0,0,0,0,0,0,1,"17","17025",4,0,0,0,1,0,0,0,1423,24
"10923","1702500010043060550301",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.75,0.75,0,NA,1,1,0,0,0,0,1,"17","17025",4,1,0,0,0,0,0,0,6529,24
"10924","1702500010043060550401",0,0,0,1,0,0,1,1,1,1,1,1,2,1,0,0,1,0,0.75,0.5,0,"ISSSTE",0,0,0,0,0,0,1,"17","17025",4,0,0,0,0,0,1,0,2935,24
"10925","1702700010029003550401",1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0.333333333333333,0.333333333333333,0,"Otro",0,1,0,0,0,0,1,"17","17027",4,0,0,0,0,1,0,0,2360,28
"10926","1702700010029026530101",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.333333333333333,0.666666666666667,0,NA,1,0,0,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,1423,28
"10927","1702700010029026530401",0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0.75,0.25,0,"Otro",0,0,0,0,0,0,1,"17","17027",4,0,0,0,0,0,1,0,2360,28
"10928","1702700010029026540502",0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0.428571428571429,0.142857142857143,0,NA,1,0,0,0,0,0,1,"17","17027",4,0,0,1,0,0,0,0,2476,28
"10929","1702700010029026550101",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.333333333333333,0.666666666666667,0,NA,1,1,0,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,1423,28
"10930","1702700010029039530201",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.4,0.4,0,"Otro",0,1,0,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,3095,28
"10931","1702700010029039530501",0,0,0,1,0,0,1,1,1,0,1,1,2,0,1,0,0,1,0.571428571428571,0.428571428571429,1,"IMSS Prospera",0,1,0,0,0,0,1,"17","17027",4,0,0,0,0,1,0,0,2476,28
"10932","1702700010029039540201",0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.5,0.25,0,NA,0,0,0,0,0,0,1,"17","17027",4,0,0,0,0,1,0,0,4320,28
"10933","1702700010029039540301",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,0,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,3595,28
"10934","1702700010029039540401",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.375,0.25,0,"Otro",0,0,0,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,2360,28
"10935","1702700010029039550201",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.6,0.4,0,NA,0,0,0,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,3095,28
"10936","1702700050000001530301",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.5,0.25,1,NA,0,0,1,0,0,0,1,"17","17027",4,0,0,1,0,0,0,0,3595,5
"10937","1702700050000001530401",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.75,0.25,0,NA,1,0,1,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,2360,5
"10938","1702700050000001530402",0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.4,0.2,0,NA,0,0,1,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,2360,5
"10939","1702700050000001540101",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.5,0.5,0,NA,1,1,1,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,1731,5
"10940","1702700050000001540102",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.333333333333333,0,NA,0,0,1,0,0,0,1,"17","17027",4,0,0,0,0,1,0,0,1051,5
"10941","1702700050000001540501",0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,0,1,1,0.666666666666667,0.666666666666667,0,"Otro",0,0,1,0,0,1,0,"17","17027",4,0,0,0,0,0,0,1,2476,5
"10942","1702700050000001550201",0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,NA,0,0,1,0,0,0,1,"17","17027",4,0,0,0,1,0,0,0,3825,5
"10943","1702700050000001550202",0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0.666666666666667,0.333333333333333,1,"Otro",0,0,1,0,0,0,1,"17","17027",4,0,0,0,0,1,0,0,3825,5
"10944","1702700050000001550203",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.5,0.5,1,"Otro",0,0,1,0,0,0,1,"17","17027",4,0,0,1,0,0,0,0,3825,5
"10945","1702700050000001550501",0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0.5,0.166666666666667,0,NA,1,1,1,0,0,0,1,"17","17027",4,0,0,1,0,0,0,0,2476,5
"10946","1702900010254007530101",0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0.8,0.4,0,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,1,0,0,0,0,1423,5
"10947","1702900010254007540401",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.5,0.25,0,NA,1,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,2360,5
"10948","1702900010254007550201",0,0,1,0,0,0,0,1,1,1,1,1,2,1,0,1,0,0,0.75,0.25,0,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,3095,5
"10949","1702900010254010540501",0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0.333333333333333,0.333333333333333,0,"IMSS",0,0,0,0,0,0,1,"17","17029",4,0,0,0,0,0,0,0,2476,5
"10950","1702900010254010550501",0,0,1,0,0,0,0,1,1,1,1,1,2,1,0,1,0,1,0.5,0.75,0,NA,0,0,0,0,0,1,0,"17","17029",4,0,0,1,0,0,0,0,2476,5
"10951","1702900010254025530201",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.5,0.25,0,NA,1,0,0,0,0,0,1,"17","17029",4,1,0,0,0,0,0,0,2360,5
"10952","1702900010254025530301",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.8,0.2,0,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,3595,5
"10953","1702900010254025540101",1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.333333333333333,0.666666666666667,0,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,1423,5
"10954","1702900010254025540201",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,3825,5
"10955","1702900010254025550101",1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0.75,0.25,0,NA,0,0,0,1,0,0,0,"17","17029",4,0,0,1,0,0,0,0,1423,5
"10956","1702900010254025550401",0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0.5,0.5,0,NA,1,1,0,0,0,0,1,"17","17029",4,1,0,0,0,0,0,0,2360,5
"10957","1702900030678004530101",0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.666666666666667,0.666666666666667,0,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,1,0,0,0,0,1731,30
"10958","1702900030678004550501",0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,1,0,"17","17029",4,0,0,0,1,0,0,0,2476,30
"10959","1702900030678038530201",0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0.666666666666667,0.666666666666667,1,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,2476,30
"10960","1702900030678038530501",0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.75,0.75,1,"IMSS",0,0,0,0,0,0,1,"17","17029",4,0,0,0,0,1,0,0,2476,30
"10961","1702900030678038540201",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.166666666666667,0.166666666666667,0,NA,0,0,0,0,0,0,1,"17","17029",4,0,0,0,0,0,0,0,3825,30
"10962","1702900030678038550101",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.333333333333333,0.666666666666667,0,NA,1,0,0,0,0,0,1,"17","17029",4,0,0,1,0,0,0,0,1423,30
"10963","1702900030678050530301",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.75,0.25,0,"IMSS",0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,6529,30
"10964","1702900030678050540401",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0,"Otro",0,0,0,0,0,0,1,"17","17029",4,0,0,0,1,0,0,0,3095,30
"10965","1702900030678050540402",0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.5,0.25,0,"Otro",0,0,0,0,0,0,1,"17","17029",4,0,0,0,0,1,0,0,2360,30
"10966","1702900030678050550201",0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0.333333333333333,0.666666666666667,0,"IMSS",1,0,0,0,0,1,0,"17","17029",4,1,0,0,0,0,0,0,3825,30
"10967","1703300010100004530401",0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.25,0,NA,1,1,0,0,0,0,1,"17","17033",4,0,0,0,1,0,0,0,3595,2
"10968","1703300010100008530101",0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.5,0.333333333333333,0,NA,0,0,0,0,0,0,1,"17","17033",4,0,0,0,1,0,0,0,1731,2
"10969","1703300010100008530501",0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.5,0.5,0,NA,0,0,0,0,0,1,0,"17","17033",4,0,0,1,0,0,0,0,2476,2
"10970","1703300010100008540201",0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0.4,0.2,0,NA,0,0,0,0,0,0,1,"17","17033",4,0,0,0,0,1,0,0,3095,2
"10971","1703300010100008550201",0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0.333333333333333,0.333333333333333,1,NA,0,0,0,0,0,0,1,"17","17033",4,0,0,0,1,0,0,0,3825,2
"10972","1703300010100020550401",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.8,0.4,0,NA,1,0,0,0,0,0,1,"17","17033",4,0,0,1,0,0,0,0,2360,2
"10973","1703300010115018540301",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,0,0,0,0,1,"17","17033",4,0,0,1,0,0,0,0,3595,2
"10974","1703300010115024530301",0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.6,0.2,1,NA,1,0,0,0,0,0,1,"17","17033",4,0,0,0,0,1,0,0,3595,2
"10975","1703300010115024530401",0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.333333333333333,0.666666666666667,0,NA,1,0,0,0,0,0,1,"17","17033",4,0,0,0,1,0,0,0,2360,2
"10976","1703300010115024540501",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.571428571428571,0.428571428571429,0,NA,1,1,0,0,0,0,1,"17","17033",4,0,0,0,1,0,0,0,2476,2
"10977","1703300010115024550101",0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,1,0.666666666666667,0.666666666666667,0,NA,1,0,0,0,0,0,1,"17","17033",4,0,0,1,0,0,0,0,1423,2
"10978","1703300010115024550201",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.5,0.5,0,NA,1,1,0,0,0,0,1,"17","17033",4,0,0,0,0,1,0,0,3095,2
"10979","1703300010115024550401",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0.666666666666667,0.666666666666667,0,NA,0,0,0,0,0,0,1,"17","17033",4,0,0,1,0,0,0,0,2360,2
"10980","1703300010115027540201",0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.666666666666667,0.666666666666667,0,NA,0,1,0,0,0,0,1,"17","17033",4,0,0,1,0,0,0,0,3825,2
"10981","1800200010128007720101",0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0.666666666666667,0.666666666666667,0,NA,0,0,0,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,449,20
"10982","1800200010128007720201",0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,2283,20
"10983","1800200010128007720301",0,0,1,0,0,0,1,1,1,1,1,1,2,0,0,0,1,0,0.666666666666667,0.333333333333333,0,"IMSS",0,0,0,0,0,0,1,"18","18002",2,0,0,0,0,0,1,0,1568,20
"10984","1800200010128020720101",0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0.333333333333333,0.333333333333333,0,"IMSS",0,1,0,0,0,0,1,"18","18002",2,0,0,1,0,0,0,0,449,20
"10985","1800200010128020720201",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.5,0,"Otro",0,0,0,0,0,0,1,"18","18002",2,1,0,0,0,0,0,0,1291,20
"10986","1800200010128020720401",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.333333333333333,0.333333333333333,0,NA,0,0,0,0,0,0,1,"18","18002",2,0,0,0,0,1,0,0,1262,20
"10987","1800200010128025650501",0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0.333333333333333,0.333333333333333,0,"Otro",0,0,0,0,0,0,1,"18","18002",2,1,0,0,0,0,0,0,1404,20
"10988","1800200010128025650502",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.5,0,0,"IMSS",0,0,0,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,1404,20
"10989","1800200010128025720201",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,1291,20
"10990","1800200010128025720401",0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0.333333333333333,0,0,"Otro",0,0,0,0,0,0,1,"18","18002",2,0,0,0,0,1,0,0,1262,20
"10991","1800200390000001710101",0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0.75,0.5,0,"Otro",0,0,1,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,449,30
"10992","1800200390000001710102",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,NA,0,1,1,0,0,0,1,"18","18002",2,1,0,0,0,0,0,0,449,30
"10993","1800200390000001710201",0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0.75,0.5,0,"Otro",0,0,1,0,0,1,0,"18","18002",2,0,0,0,0,1,0,0,2237,30
"10994","1800200390000001710301",0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0.75,0.25,0,"IMSS",0,0,1,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,2146,30
"10995","1800200390000001710501",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.5,1,1,NA,0,0,1,0,0,0,1,"18","18002",2,0,0,1,0,0,0,0,1404,30
"10996","1800200390000001710502",0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0.333333333333333,0.5,0,NA,1,0,1,0,0,0,1,"18","18002",2,0,0,1,0,0,0,0,1404,30
"10997","1800200390000001750101",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.25,0.25,0,NA,0,0,1,0,0,0,1,"18","18002",2,0,0,0,0,1,0,0,566,30
"10998","1800200390000001750201",0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.5,0.5,0,NA,0,1,1,0,0,0,1,"18","18002",2,0,0,1,0,0,0,0,1291,30
"10999","1800200390000001750202",0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,NA,0,0,1,0,0,0,1,"18","18002",2,0,0,1,0,0,0,0,1291,30
"11000","1800200390000001750401",0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0.333333333333333,0.666666666666667,0,"ISSSTE",0,0,1,0,0,0,1,"18","18002",2,0,0,0,0,0,0,0,1568,30
"11001","1800200390000001750402",0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0.666666666666667,0.333333333333333,0,NA,0,0,1,0,0,0,1,"18","18002",2,0,0,0,1,0,0,0,1262,30
"11002","1800400011027003710101",1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,1,"18","18004",2,1,0,0,0,0,0,0,449,19
"11003","1800400011027003710102",1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0.666666666666667,0.666666666666667,0,"Otro",0,0,0,0,0,1,0,"18","18004",2,0,0,0,1,0,0,0,449,19
"11004","1800400011027003710201",0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0.5,0.5,0,"IMSS",0,0,0,0,0,0,1,"18","18004",2,0,0,1,0,0,0,0,1291,19
"11005","1800400011027010710201",0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0.5,0.5,0,NA,0,0,0,0,0,0,1,"18","18004",2,0,0,0,1,0,0,0,2237,19
"11006","1800400011027010710301",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.333333333333333,0.666666666666667,0,NA,0,0,0,0,0,0,1,"18","18004",2,0,0,1,0,0,0,0,2146,19
"11007","1800400011027010710401",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.5,0.5,0,"IMSS Prospera",0,0,0,0,0,0,1,"18","18004",2,0,0,0,1,0,0,0,1262,19
