"","folio","ginc_1_2","ginc_3","ginc_4","ginc_5","ginc_6","ginc_7","bin_telefono","bin_celular","bin_tvpaga","bin_conex_inte","bin_agua","bin_electricidad","coche","propiedad","piso_tierra","piso_cemento","piso_otro","bin_sex","share_h","share_ocup","hablaind","inst","prospera","adultom","rururb","tam_grande","tam_med","tam_medpeq","tam_peq","ent","mun","region","no_edu","kinder","primaria","secundaria","preparatoria","licenciatura","postgrado","factor","upm"
"2834","0600300350086021790301",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,0.2,0,"Otro",1,0,0,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,690,14
"2835","0600300350086021800501",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0.6,0.8,0,"IMSS",0,0,0,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,428,14
"2836","0600300350086021810501",0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0.5,0.5,0,NA,0,0,0,0,0,0,1,"06","06003",3,0,0,0,0,1,0,0,499,14
"2837","0600300350086025790101",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.666666666666667,0.333333333333333,0,"Otro",1,0,0,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,207,14
"2838","0600300350086025800101",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.5,0.666666666666667,0,NA,0,0,0,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,207,14
"2839","0600300350086025810401",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0.25,0,NA,1,0,0,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,486,14
"2840","0600300350086040790201",0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0.5,0.5,0,"Otro",1,0,0,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,1242,14
"2841","0600300350086040800401",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.333333333333333,0.5,0,NA,0,0,0,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,486,14
"2842","0600300350086040810301",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0,NA,0,0,0,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,1190,14
"2843","0600300370000001740101",0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0.5,0.5,0,"Otro",1,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,207,11
"2844","0600300370000001740202",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.4,0.4,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,499,11
"2845","0600300370000001740203",1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0.5,0.5,0,"ISSSTE",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,499,11
"2846","0600300370000001740204",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,0.5,0,"Otro",1,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,499,11
"2847","0600300370000001740205",0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0.75,0.75,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,1242,11
"2848","0600300370000001740501",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.666666666666667,0.666666666666667,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,428,11
"2849","0600300370000001790101",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.5,0,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,207,11
"2850","0600300370000001790301",0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0.6,0.6,0,"IMSS",0,0,1,0,0,0,1,"06","06003",3,0,0,0,0,0,1,0,1489,11
"2851","0600300370000001790501",0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0.333333333333333,0.333333333333333,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,428,11
"2852","0600300370000001800101",0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0.5,0.666666666666667,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,207,11
"2853","0600300370000001800201",0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0.6,0.2,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,1242,11
"2854","0600300370000001800203",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,499,11
"2855","0600300370000001800301",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.666666666666667,0.666666666666667,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,1489,11
"2856","0600300370000001800302",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.5,0.25,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,690,11
"2857","0600300370000001800401",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0.333333333333333,0.166666666666667,0,NA,1,0,1,0,0,0,1,"06","06003",3,0,0,0,0,1,0,0,486,11
"2858","0600300370000001800402",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.4,0.2,0,"IMSS",1,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,486,11
"2859","0600300370000001800501",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.333333333333333,0.666666666666667,0,"Otro",0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,428,11
"2860","0600300370000001800502",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.333333333333333,0.666666666666667,0,"IMSS",1,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,428,11
"2861","0600300370000001810101",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.5,0.5,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,428,11
"2862","0600300370000001810103",0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,486,11
"2863","0600300370000001810104",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.666666666666667,0.666666666666667,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,207,11
"2864","0600300370000001810201",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,1242,11
"2865","0600300370000001810301",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,690,11
"2866","0600300370000001810401",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.833333333333333,0.333333333333333,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,1,0,0,0,0,486,11
"2867","0600300370000001810403",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0.2,0.2,0,NA,1,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,486,11
"2868","0600300370000001810404",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.666666666666667,0.333333333333333,1,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,486,11
"2869","0600300370000001810501",1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0.5,0.75,0,NA,0,0,1,0,0,0,1,"06","06003",3,0,0,0,1,0,0,0,428,11
"2870","0600400150219020730101",0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,"Otro",0,0,1,0,0,0,1,"06","06004",3,0,0,0,1,0,0,0,207,7
"2871","0600400150219020730401",0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0.666666666666667,0.666666666666667,0,NA,0,0,1,0,0,0,1,"06","06004",3,0,0,0,1,0,0,0,486,7
"2872","0600400150219020730403",0,0,1,0,0,0,1,1,1,1,1,1,2,1,0,0,1,1,0.333333333333333,0.333333333333333,0,NA,0,0,1,0,0,0,1,"06","06004",3,0,0,0,1,0,0,0,486,7
"2873","0600400150219020730501",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5,0.5,0,"Otro",0,0,1,0,0,0,1,"06","06004",3,0,0,1,0,0,0,0,428,7
"2874","0600400150219020750501",1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0.333333333333333,0.333333333333333,0,"IMSS",0,0,1,0,0,0,1,"06","06004",3,0,0,1,0,0,0,0,428,7
"2875","0600400150219021730301",0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0.5,0.5,0,NA,0,0,1,0,0,0,1,"06","06004",3,0,0,0,1,0,0,0,690,7
"2876","0600400150219021730401",0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0.571428571428571,0.428571428571429,0,NA,1,1,1,0,0,0,1,"06","06004",3,0,0,0,1,0,0,0,486,7
"2877","0600400150219021750201",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.5,0.5,0,NA,0,0,1,0,1,0,0,"06","06004",3,0,0,1,0,0,0,0,499,7
"2878","0600400150219022730101",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.333333333333333,0.333333333333333,0,NA,0,0,1,0,0,0,1,"06","06004",3,0,0,1,0,0,0,0,207,7
"2879","0600400150219022730201",1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.5,0.5,0,NA,0,1,1,0,0,0,1,"06","06004",3,0,0,1,0,0,0,0,499,7
"2880","0600400150219022750202",1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.666666666666667,0.666666666666667,0,NA,0,1,1,0,0,0,1,"06","06004",3,0,0,1,0,0,0,0,1073,7
"2881","0600500010220011730101",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0.666666666666667,0.666666666666667,0,"Otro",0,0,0,0,0,0,1,"06","06005",3,0,0,0,0,1,0,0,207,27
"2882","0600500010220011730301",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.5,0.5,0,NA,0,0,0,0,0,0,1,"06","06005",3,0,0,1,0,0,0,0,690,27
"2883","0600500010220011750201",1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0.8,0.2,0,NA,0,0,0,0,0,0,1,"06","06005",3,0,0,0,1,0,0,0,1242,27
"2884","0600500010220012730101",0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0.666666666666667,0.333333333333333,0,NA,0,0,0,0,0,0,1,"06","06005",3,0,0,0,1,0,0,0,207,27
"2885","0600500010220012730201",0,1,0,0,0,0,0,1,0,1,1,1,2,1,0,0,1,0,0.4,0.4,0,NA,0,0,0,0,0,0,1,"06","06005",3,0,0,1,0,0,0,0,499,27
"2886","0600500010220012730501",0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0.6,0.6,0,"IMSS",0,0,0,0,0,0,1,"06","06005",3,0,0,1,0,0,0,0,428,27
"2887","0600500010220012750101",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.75,0.5,0,NA,0,0,0,0,0,0,1,"06","06005",3,0,0,0,1,0,0,0,330,27
"2888","0600500010220012750201",1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.75,0.75,0,NA,1,1,0,0,0,0,1,"06","06005",3,0,0,1,0,0,0,0,499,27
"2889","0600500010220021730501",0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0.5,0,"IMSS",0,0,0,0,0,0,1,"06","06005",3,0,0,0,0,0,0,0,428,27
"2890","0600500010220021750401",1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,1,0.285714285714286,0.428571428571429,0,NA,0,0,0,0,0,0,1,"06","06005",3,0,0,0,1,0,0,0,486,27
"2891","0600700010174015000101",0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0.5,0,"ISSSTE",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,330,14
"2892","0600700010174015010201",0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.4,0.6,0,NA,0,0,0,0,0,0,1,"06","06007",3,1,0,0,0,0,0,0,499,14
"2893","0600700010174015990401",0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.6,0.4,0,"PEMEX",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,486,14
"2894","0600700010174023000101",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,1,0,0,0,0,0,0,207,14
"2895","0600700010174023010101",0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0.5,0.5,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,0,0,0,314,14
"2896","0600700010174023010501",1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0.666666666666667,0.666666666666667,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,428,14
"2897","0600700010174023990501",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0.6,0.6,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,428,14
"2898","0600700010174026000201",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0.25,0.5,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,1242,14
"2899","0600700010174026010201",0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0.666666666666667,0,NA,0,0,0,0,0,0,1,"06","06007",3,1,0,0,0,0,0,0,499,14
"2900","0600700010174026990301",0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0.5,0,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2901","0600700010189001010301",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.333333333333333,0.333333333333333,0,"Otro",0,0,0,0,1,0,0,"06","06007",3,0,0,1,0,0,0,0,690,14
"2902","0600700010189001990501",1,0,0,0,0,0,1,1,0,1,1,1,2,1,0,1,0,1,0.5,0.25,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,428,14
"2903","0600700010189003000101",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,"PEMEX",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,207,14
"2904","0600700010189003000201",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
"2905","0600700010189003000401",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.25,0.25,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,486,14
"2906","0600700010189003010401",0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.25,0.75,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,486,14
"2907","0600700010189020000301",0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0.4,0.2,0,"PEMEX",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2908","0600700010189020010201",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0.25,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
"2909","0600700010189020990101",0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.4,0.4,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,314,14
"2910","0600700010390004000201",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"PEMEX",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,1242,14
"2911","0600700010390004000401",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.75,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,690,14
"2912","0600700010390004010301",0,0,1,0,0,0,1,1,1,1,1,1,2,0,0,0,1,1,0.428571428571429,0.571428571428571,0,"Otro",0,0,0,0,0,1,0,"06","06007",3,0,0,0,0,1,0,0,690,14
"2913","0600700010390004990101",0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0.5,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,314,14
"2914","0600700010390031000401",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0.5,0.5,0,NA,1,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,486,14
"2915","0600700010390031010101",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0.5,0.5,1,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,330,14
"2916","0600700010390031010201",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,499,14
"2917","0600700010390035000501",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,0.25,0,"PEMEX",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,428,14
"2918","0600700010390035990301",0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0.8,0.4,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,690,14
"2919","0600700010564008010402",0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0.25,0.5,0,NA,1,0,0,0,0,1,0,"06","06007",3,0,0,0,1,0,0,0,486,14
"2920","0600700010564008990101",0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0.333333333333333,0.333333333333333,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,207,14
"2921","0600700010564008990501",0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0.5,1,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,428,14
"2922","0600700010564016010101",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0.25,0.5,0,"IMSS",0,0,0,0,0,1,0,"06","06007",3,0,0,0,0,0,0,0,207,14
"2923","0600700010564016010201",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0.333333333333333,0.333333333333333,0,"IMSS",0,0,0,0,0,1,0,"06","06007",3,0,0,0,1,0,0,0,499,14
"2924","0600700010564016990201",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.25,0.25,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
"2925","0600700010564016990301",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.25,0.25,0,"IMSS",1,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2926","0600700010564029010301",0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0.4,0.2,0,"IMSS",0,0,0,0,0,1,0,"06","06007",3,0,0,0,1,0,0,0,690,14
"2927","0600700010564029990102",0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0.333333333333333,0.333333333333333,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,207,14
"2928","0600700010564029990301",0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0.666666666666667,0.333333333333333,0,"PEMEX",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,690,14
"2929","0600700010564029990401",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.6,0.2,0,"Otro",1,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,486,14
"2930","0600700010615016000201",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0.25,0.5,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,499,14
"2931","0600700010615016010101",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0.333333333333333,0.666666666666667,0,"Otro",0,0,0,0,0,1,0,"06","06007",3,0,0,0,1,0,0,0,314,14
"2932","0600700010615016990301",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.6,0.2,1,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2933","0600700010615019000201",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.75,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,1489,14
"2934","0600700010615019010501",0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.5,0.75,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
"2935","0600700010615019990201",0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0.75,0.5,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,1190,14
"2936","0600700010615026010101",0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0.5,0.5,0,"IMSS",1,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,330,14
"2937","0600700010615026990401",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.8,0.2,0,NA,1,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,486,14
"2938","0600700010615026990501",0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.5,0.5,0,NA,1,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,428,14
"2939","060070001087A001000101",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0.333333333333333,0,0,"IMSS",1,0,0,0,0,0,1,"06","06007",3,0,0,0,0,0,0,0,207,14
"2940","060070001087A001990401",0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,1,1,0.333333333333333,0.666666666666667,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,486,14
"2941","060070001087A012010301",0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0.666666666666667,0.5,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2942","060070001087A012010501",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.5,0,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,428,14
"2943","060070001087A012990101",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0.4,0.4,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,207,14
"2944","060070001087A012990401",0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,486,14
"2945","060070001087A018010201",0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0.666666666666667,0.666666666666667,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
"2946","060070001087A018990201",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0.333333333333333,0.222222222222222,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
"2947","060070001087A018990301",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0.75,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2948","0600700010899001010201",0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0.75,0.25,0,"IMSS",0,0,0,1,0,0,0,"06","06007",3,0,0,0,0,1,0,0,499,14
"2949","0600700010899001990401",0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,0.5,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,486,14
"2950","0600700010899001990501",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.666666666666667,0.666666666666667,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,1,0,0,0,0,0,0,428,14
"2951","0600700010899022000101",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.5,0.5,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,330,14
"2952","0600700010899022010501",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.6,0.4,0,"ISSSTE",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,428,14
"2953","0600700010899022990101",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0.375,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,330,14
"2954","0600700010899040010201",0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.666666666666667,0.333333333333333,0,NA,0,1,0,0,0,0,1,"06","06007",3,0,0,1,0,0,0,0,499,14
"2955","0600700010899040990201",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,"Otro",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,0,1,0,1190,14
"2956","0600700010899040990301",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.6,0.2,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,690,14
"2957","0600700011083002000302",0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,1489,14
"2958","0600700011083002010101",0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0.666666666666667,1,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,207,14
"2959","0600700011083002010401",0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.75,0.25,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,486,14
"2960","0600700011083002010501",0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0.428571428571429,0.285714285714286,0,NA,0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,428,14
"2961","0600700011083002990102",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0.5,0.25,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,0,0,0,330,14
"2962","0600700011083002990201",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0.75,0.25,0,"ISSSTE",0,0,0,0,0,0,1,"06","06007",3,0,0,0,0,1,0,0,499,14
"2963","0600700011083002990202",0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.75,0.25,0,"IMSS",0,0,0,0,0,0,1,"06","06007",3,0,0,0,1,0,0,0,499,14
