"region","rank","sd_WC","ratio_WC","mean_","sd","sd_BC","ratio_BC","ratio","alpha"
1,1,0.00996696554367846,0.236483652512016,0.145471704257713,0.406940388858669,0.0193045772479523,1.23118243485567,0.664318439463951,0.43011491975882
1,2,0.0123068371979805,0.366392268588074,0.646233214792325,0.0648159069880408,0.0193045772479523,1.23118243485567,0.738351421560477,0.43011491975882
1,3,0.0130269198791755,0.427148085713896,0.822237943192163,0.043481588210322,0.0193045772479523,1.23118243485567,0.772975255278344,0.43011491975882
1,4,0.0145940419716074,0.451810052085667,0.936797533197534,0.0242751966566075,0.0193045772479523,1.23118243485567,0.787029741963026,0.43011491975882
1,5,0.0155209601279101,0.485679348739068,1.01225076179051,0.0223557320113151,0.0193045772479523,1.23118243485567,0.806331348804062,0.43011491975882
1,6,0.0131556623352199,0.527147099023808,1.08498347930742,0.0161201945756657,0.0193045772479523,1.23118243485567,0.829963201002502,0.43011491975882
1,7,0.0154064538362574,0.523198220374364,1.14389840727209,0.0167113170055154,0.0193045772479523,1.23118243485567,0.827712793976501,0.43011491975882
1,8,0.0133867969739698,0.570556166002932,1.19498709158051,0.0124573111224346,0.0193045772479523,1.23118243485567,0.854701380621095,0.43011491975882
1,9,0.0151687527735113,0.543945391493035,1.23632812497979,0.0111640429319628,0.0193045772479523,1.23118243485567,0.839536297254242,0.43011491975882
1,10,0.0151031486934022,0.580079481018988,1.27595919856742,0.0119896955473718,0.0193045772479523,1.23118243485567,0.860128575763182,0.43011491975882
1,11,0.0161438135505977,0.606296050923439,1.31635413358365,0.0116979872432985,0.0193045772479523,1.23118243485567,0.875069007806829,0.43011491975882
1,12,0.0171286622034791,0.607573492897204,1.35426655634604,0.00897650214182105,0.0193045772479523,1.23118243485567,0.875797002928551,0.43011491975882
1,13,0.0211313458340277,0.63664090081057,1.38416579973449,0.009872037143674,0.0193045772479523,1.23118243485567,0.892362085019663,0.43011491975882
1,14,0.0167609938380824,0.621864264836732,1.41768208282091,0.00848818074602826,0.0193045772479523,1.23118243485567,0.883941100642017,0.43011491975882
1,15,0.0217905729940601,0.64525374297003,1.44721150796773,0.00847544417073789,0.0193045772479523,1.23118243485567,0.897270415264811,0.43011491975882
1,16,0.0193172383996017,0.646186671596169,1.47469778342095,0.0077560844421763,0.0193045772479523,1.23118243485567,0.897802077369778,0.43011491975882
1,17,0.0217681172900766,0.681895527993674,1.50234802217334,0.00730779670545677,0.0193045772479523,1.23118243485567,0.918152021863191,0.43011491975882
1,18,0.0182009115452989,0.673273981266135,1.52594022836212,0.00638964571144799,0.0193045772479523,1.23118243485567,0.913238731014564,0.43011491975882
1,19,0.0180091871063541,0.672401555581566,1.54933045903401,0.00619533464673596,0.0193045772479523,1.23118243485567,0.912741548633309,0.43011491975882
1,20,0.0196554494636617,0.711145153755269,1.57204275519326,0.00604429679215023,0.0193045772479523,1.23118243485567,0.934820947187362,0.43011491975882
1,21,0.0252975349562439,0.686855024602331,1.59648989492666,0.00713727858215788,0.0193045772479523,1.23118243485567,0.920978364985971,0.43011491975882
1,22,0.0220401746236143,0.68556427129434,1.61721327362639,0.00588652475343331,0.0193045772479523,1.23118243485567,0.920242783933475,0.43011491975882
1,23,0.0187339125747291,0.742947393942608,1.63870212757946,0.00648257850223776,0.0193045772479523,1.23118243485567,0.952944569388373,0.43011491975882
1,24,0.0219039646653638,0.737455271486611,1.66061491421731,0.00634508949201457,0.0193045772479523,1.23118243485567,0.949814690741843,0.43011491975882
1,25,0.0228450748736923,0.751256390055479,1.68332115311723,0.00642068315970893,0.0193045772479523,1.23118243485567,0.95767974230488,0.43011491975882
1,26,0.0202239826265165,0.708442058713524,1.7048719023453,0.00701101986521066,0.0193045772479523,1.23118243485567,0.933280493652597,0.43011491975882
1,27,0.0202656333565126,0.738669340042403,1.72683890853981,0.00609940381218451,0.0193045772479523,1.23118243485567,0.950506570298178,0.43011491975882
1,28,0.0274815554208169,0.748521009776556,1.74541858485428,0.00473501722916398,0.0193045772479523,1.23118243485567,0.956120889895136,0.43011491975882
1,29,0.0188782213968289,0.746345943401631,1.76157128615247,0.0050071827237193,0.0193045772479523,1.23118243485567,0.954881352019531,0.43011491975882
1,30,0.0247968562274088,0.761302067207942,1.77934197691044,0.00502092532142868,0.0193045772479523,1.23118243485567,0.963404623834988,0.43011491975882
1,31,0.0205578404264802,0.765726556733576,1.79745979251111,0.00489635104412571,0.0193045772479523,1.23118243485567,0.96592607440333,0.43011491975882
1,32,0.0225846030173811,0.803141732750902,1.81540467202446,0.00520950063453884,0.0193045772479523,1.23118243485567,0.987248424990202,0.43011491975882
1,33,0.0230571948821148,0.821067091278622,1.83379936881213,0.0053871563173995,0.0193045772479523,1.23118243485567,0.997463819373124,0.43011491975882
1,34,0.0231026894501219,0.776808027394233,1.8540434562362,0.00568155057109873,0.0193045772479523,1.23118243485567,0.972241239199969,0.43011491975882
