"","folio","index","sex","ethnicity","birth_region","father_educ","mother_educ","father_ocup"
"9269","1409700321189013110301",1.10666892923844,1,0,3,1,9,"08"
"9270","1409700321189013120301",2.79127521300122,1,0,1,2,2,"09"
"9271","1409700321189013130201",2.991560794183,0,1,3,0,0,"05"
"9272","1409708221530043110401",0.244969155309547,1,0,3,2,2,"02"
"9273","1409708221530043120301",2.83751649787592,1,0,3,16,9,"NT"
"9274","1409708221530043130301",1.87094105187476,1,0,3,6,6,"NT"
"9275","1409708221530051110501",3.28119982700394,1,0,6,2,0,"07"
"9276","1409708221530051130101",0.0944972205617378,1,0,3,0,0,"02"
"9277","1409708221530065110101",-1.59766789739079,1,0,3,0,9,"02"
"9278","1409708221530065120201",-0.409237361414346,0,0,3,9,4,"NT"
"9279","1409708221530065120401",5.59924612375643,0,0,3,9,3,"02"
"9280","1409708221530065130201",-2.51891165217511,0,1,4,3,0,"04"
"9281","140970822194A011110201",1.18560051903276,0,0,3,0,8,"09"
"9282","140970822194A011120201",-1.48082379582593,0,0,3,6,6,"NT"
"9283","140970822194A021110501",0.425383887725265,1,0,3,9,6,"04"
"9284","140970822194A021120501",-0.364374301920719,1,0,2,0,2,"NT"
"9285","140970822194A030110401",-1.37178992114972,1,0,3,12,9,"04"
"9286","140970822194A030120101",2.43848458181769,1,0,3,0,6,"02"
"9287","1409708311634001120201",2.70446197916074,0,0,3,12,12,"09"
"9288","1409708311634001120501",2.31730522839322,0,0,3,3,12,"08"
"9289","1409708311634010110101",3.07884630990351,1,0,3,9,9,"07"
"9290","1409708311634010120401",3.1693027613208,1,0,4,0,0,"NT"
"9291","1409708311634021110201",-2.97629104108757,0,0,3,3,6,"06"
"9292","1409708311634021120501",2.36904868794022,1,0,3,0,6,"08"
"9293","140970831205A014110101",0.516500156720904,1,0,3,6,4,"07"
"9294","140970831205A014110501",0.460900993134103,1,0,3,3,3,"08"
"9295","140970831205A014120401",5.73165877997104,1,0,3,9,6,"07"
"9296","140970831205A015110401",0.344819173418986,1,0,3,0,0,"05"
"9297","140970831205A015120201",0.239871914187033,0,0,2,0,9,"06"
"9298","140970831205A015120301",5.44838101649288,0,0,2,16,17,"02"
"9299","140970831205A022110201",5.73165877997104,0,0,3,6,6,"06"
"9300","140970831205A022110301",2.89680163437878,1,0,3,0,6,"NT"
"9301","140970831205A022120101",1.79407407436042,1,0,2,0,0,"06"
"9302","1409800010101002110101",2.35314307267858,1,0,3,6,6,"07"
"9303","1409800010101002120501",2.14553509130714,0,0,3,0,0,"06"
"9304","1409800010101002130303",1.18560051903276,1,0,3,6,6,"NT"
"9305","1409800010101017110201",3.93126867132581,0,0,3,9,6,"02"
"9306","1409800010101017120455",-1.49872272088036,0,0,3,0,5,"NT"
"9307","1409800010101017130101",-1.19837935260192,1,0,3,0,1,"07"
"9308","1409800010101030110201",-1.96236621077196,0,0,3,6,6,"NT"
"9309","1409800010101030120201",2.30410387336399,0,0,3,0,0,"07"
"9310","1409800010101030130101",2.23994246734164,1,0,3,0,0,"NT"
"9311","1409800011063007110101",0.578670265286868,1,1,4,0,0,"06"
"9312","1409800011063007110201",-1.04941110682296,1,0,3,0,3,"06"
"9313","1409800011063007120501",-2.12296070570447,1,0,3,0,3,"NT"
"9314","1409800011063007130201",3.28382116151766,0,0,3,6,6,"NT"
"9315","1409800011063008110401",-0.64184979370549,1,0,3,3,4,"08"
"9316","1409800011063008120101",0.847519340247569,1,0,3,18,2,"09"
"9317","1409800011063008130202",-0.370900168133908,0,0,3,0,0,"07"
"9318","1409800011063013120301",-0.761057395420384,1,0,3,6,9,"04"
"9319","1409800011063013130301",-0.171348981106984,0,0,3,3,9,"04"
"9320","1409800011218008110501",0.73162018693838,1,0,3,0,0,"07"
"9321","1409800011218008120301",-0.0305546478985157,1,0,3,9,9,"06"
"9322","1409800011218008130101",-1.07917358198868,1,0,NA,6,6,"06"
"9323","1409800011218014110501",4.19062720787052,1,0,3,0,0,"NT"
"9324","1409800011218014120101",-1.14247146193507,1,0,4,0,0,"06"
"9325","1409800011218043110201",-0.521470386302737,0,0,3,0,6,"07"
"9326","1409800011218043120201",0.264852107278479,0,1,6,0,0,"06"
"9327","1409800011218043120401",1.43162674998263,1,0,3,4,2,"06"
"9328","1409800011218043130401",0.14369491601248,1,0,3,4,9,"07"
"9329","1409800012610009110401",4.13568021709559,1,0,3,0,9,"07"
"9330","1409800012610009120301",3.49278373977137,1,0,3,17,9,"02"
"9331","1409800012610009130501",3.95024238786353,0,0,2,0,0,"NT"
"9332","1409800012610013110201",4.08261647265731,0,0,3,9,6,"08"
"9333","1409800012610013120101",-2.9190950550336,1,0,3,0,0,"08"
"9334","1409800012610013130101",3.43585933112545,1,0,3,6,3,"07"
"9335","1409800012610031110201",2.21054024180311,0,0,3,16,15,"02"
"9336","1409800012610031120501",5.14109367703765,0,0,3,0,0,"NT"
"9337","1409800012610031130401",2.93168334328249,1,0,3,3,4,"07"
"9338","140980001263A013110101",0.445526670560842,1,0,3,0,0,"07"
"9339","140980001263A013120201",-2.67222530993145,0,0,3,5,6,"07"
"9340","140980001263A013130301",0.316034537600268,1,0,3,0,6,"08"
"9341","140980001263A018110501",-1.06556510660965,0,0,3,0,0,"06"
"9342","140980001263A018120101",-1.40029129937564,1,0,3,0,0,"06"
"9343","140980001263A018120401",1.11607302161147,1,0,3,0,0,"NT"
"9344","140980001263A018130301",-0.274302649293881,1,0,3,0,0,"09"
"9345","1409800012841001110401",-3.08678108280617,1,0,3,6,6,"07"
"9346","1409800012841001120301",-2.67222530993145,1,0,3,6,6,"09"
"9347","1409800012841001120501",-3.73646450896268,1,0,3,0,2,"09"
"9348","1409800012841017110101",-1.48355740703832,1,1,6,0,3,"06"
"9349","1409800012841017110201",-1.1710137407327,0,0,3,0,1,"06"
"9350","1409800012841017120301",2.30978832844958,1,0,3,9,9,"03"
"9351","1409800012841027110501",-1.1775462263715,1,0,3,0,0,"09"
"9352","1409800012841027120201",0.0746437763034233,0,0,3,0,6,"07"
"9353","1409800012841027120202",-0.893738488155516,0,0,3,0,6,"NT"
"9354","1409800030000001110101",-3.91438059509203,1,0,3,6,6,"06"
"9355","1409800030000001110201",-2.23784342038057,0,0,3,3,2,"06"
"9356","1409800030000001110202",-1.38937852459636,0,0,3,0,0,"06"
"9357","1409800030000001110203",0.497197911923036,0,0,3,6,0,"06"
"9358","1409800030000001120101",0.101428732473869,1,0,3,0,0,"09"
"9359","1409800030000001120102",-2.85206840287702,1,0,3,0,6,"07"
"9360","1409800030000001120401",-2.74999361903931,0,0,3,0,0,"06"
"9361","1409800030000001120501",-1.14918824706676,1,0,3,3,3,"06"
"9362","1409800030000001120502",4.09912997343667,1,0,3,0,0,"06"
"9363","1409800030000001130301",-6.67379343231745,0,0,NA,0,0,"09"
"9364","1409800030000001130302",-0.90161723583294,1,0,3,0,6,"NT"
"9365","1409800030000001130401",-1.44551121207578,1,0,3,1,1,"07"
"9366","1410100010151006110501",0.929869206636246,1,0,3,0,0,"NT"
"9367","1410100010151006120101",-0.322876240964671,1,0,3,0,1,"06"
"9368","1410100010151006120301",0.184357083912583,1,0,3,4,3,"04"
"9369","1410100010151006130201",1.2468075720993,0,0,3,0,3,"02"
"9370","1410100010151006130202",-1.43979066531853,0,0,3,6,0,"09"
"9371","1410100010151021110201",4.11900051365201,0,0,NA,0,0,"06"
"9372","1410100010151021130101",-0.874286675362243,1,0,3,0,0,"09"
"9373","1410100010151029120401",-0.611926837720031,0,0,3,16,6,"02"
"9374","1410100010151029130102",2.27732767477359,1,0,3,0,22,"02"
"9375","141010001019A001110501",0.755325974280665,1,0,3,1,0,"NT"
"9376","141010001019A001120201",0.479543256617032,0,0,3,0,0,"06"
"9377","141010001019A001130301",4.43602223652318,1,0,3,9,12,"09"
"9378","141010001019A017110201",-0.149522370015948,0,0,3,6,12,"04"
"9379","141010001019A017120101",0.829109326595775,1,0,3,0,6,"NT"
"9380","141010001019A017130501",-3.01888377529738,1,0,3,0,0,"09"
"9381","141010001019A040110401",1.04082170557614,0,0,3,6,9,"04"
"9382","141010001019A040120201",2.65554009330481,0,0,3,0,0,"NT"
"9383","141010001019A040130101",1.96236145242844,1,0,3,9,9,"09"
"9384","1410100011037008110401",-1.40109105430978,0,0,3,0,0,"07"
"9385","1410100011037008120201",-0.0974128501506408,0,0,3,2,6,"09"
"9386","1410100011037008130401",2.13695871848606,1,0,3,8,12,"02"
"9387","1410100011037033110301",3.45087349825049,1,0,3,12,7,"05"
"9388","1410100011037033120501",5.98527878147197,1,0,3,6,3,"02"
"9389","1410100011037039110101",-2.42127499550012,1,0,3,0,0,"07"
"9390","1410100011037039120301",6.20546721521645,0,0,3,16,11,"02"
"9391","1410100011037039130501",3.80314242543047,1,0,3,0,6,"NT"
"9392","1410100011605017110101",2.88907452773788,1,0,3,0,2,"NT"
"9393","1410100011605017110401",3.00887623065564,1,0,4,6,6,"02"
"9394","1410100011605017120301",-0.059432714464692,0,0,3,9,9,"NT"
"9395","1410100011605022110101",2.78971942785723,1,0,3,0,0,"08"
"9396","1410100011605022120201",0.855564235952811,0,0,6,0,0,"06"
"9397","1410100011605022120401",4.77410921036141,1,0,3,6,6,"04"
"9398","1410100011605025110201",0.0959137856654722,0,0,3,11,15,"04"
"9399","1410100011605025120301",1.69079656035085,1,0,6,12,3,"04"
"9400","1410100011605025120501",2.62580910516647,0,0,6,0,6,"08"
"9401","1410100092209014120401",3.84562323302422,0,0,3,14,12,"NT"
"9402","1410100092209014120402",2.21110307586387,1,0,3,0,6,"04"
"9403","1410100092209014120501",0.229213951325376,1,0,3,6,6,"04"
"9404","1410100092209037120201",4.68744042438187,0,0,3,16,9,"NT"
"9405","1410100092209037120301",-1.3642246180243,1,0,3,9,9,"05"
"9406","1410100092209037120501",4.09218143933375,1,0,3,6,6,"03"
"9407","1410100092209040120101",2.42423834170026,1,0,3,0,3,"NT"
"9408","1410100092209040120102",4.08722932883862,1,0,6,0,6,"NT"
"9409","1410100092209040120201",-0.629379941732698,0,0,3,0,6,"NT"
"9410","1410100220000001110101",-1.41693502587405,1,0,3,6,9,"01"
"9411","1410100220000001110201",2.17705260176699,0,0,3,9,9,"08"
"9412","1410100220000001110301",-2.45379976654098,1,0,3,0,0,"07"
"9413","1410100220000001110401",0.434947930189842,1,0,3,6,0,"02"
"9414","1410100220000001110402",1.28326525231973,1,0,3,9,9,"08"
"9415","1410100220000001120101",2.22290639904512,1,0,3,9,6,"07"
"9416","1410100220000001120201",5.79131408719094,0,0,3,16,12,"02"
"9417","1410100220000001120202",0.652287321767771,0,0,3,3,0,"NT"
"9418","1410100220000001120401",0.270211595160617,1,0,3,4,6,"07"
"9419","1410100220000001120501",-1.24021638959413,1,0,3,16,2,"07"
"9420","1410100220000001130101",0.370669752050683,1,0,3,0,0,"03"
"9421","1410100220000001130102",3.22215433623323,1,0,3,0,6,"NT"
"9422","1410100220000001130201",-2.37704057970815,0,0,3,16,9,"04"
"9423","1410100220000001130301",-0.876260382073242,1,0,3,0,0,"05"
"9424","1410100220000001130501",3.53536231260519,0,0,6,0,6,"07"
"9425","1410100220000001130502",-3.16183676843993,1,0,3,0,0,"07"
"9426","1410500010023010170101",-2.00101815789122,1,0,3,0,0,"06"
"9427","1410500010023010180201",-0.75074794494568,0,0,3,0,0,"06"
"9428","1410500010023010190401",-1.58119588920173,1,0,3,6,6,"05"
"9429","1410500010023016180501",0.657368511505077,1,0,3,0,0,"02"
"9430","1410500010023016190501",-1.35727971865415,1,0,3,6,0,"09"
"9431","1410500010023019170201",-3.73646450896268,0,0,NA,0,2,"NT"
"9432","1410500010112007170101",-1.08015436940423,1,0,3,2,0,"06"
"9433","1410500010112007180201",-0.444497569156016,0,0,3,0,0,"09"
"9434","1410500010112007190201",2.3069716573213,0,0,3,0,6,"07"
"9435","1410500010112026120501",-3.82543798269951,1,0,3,0,0,"06"
"9436","1410500010112026170401",-1.78700430413174,1,0,3,0,0,"05"
"9437","1410500010112026190401",-1.58119588920173,1,0,3,6,5,"08"
"9438","1410500010112031120301",-2.50718056204771,1,0,3,0,3,"06"
"9439","1410500010112031170101",-1.21892940992521,1,0,3,0,0,"09"
"9440","1410500010112031190301",-2.7571859867572,1,0,3,0,0,"04"
"9441","1411400010075006170101",4.08505334625746,1,0,3,2,2,"06"
"9442","1411400010075006190201",2.09294624234065,0,0,3,6,0,"NT"
"9443","1411400010075006190401",-3.22942726289144,1,0,3,0,0,"06"
"9444","1411400010075015170201",4.23121549802932,0,0,3,3,12,"08"
"9445","1411400010075015170501",-1.99331944153164,1,0,3,3,4,"06"
"9446","1411400010075015180301",1.01799294242218,1,0,3,2,3,"07"
"9447","1411400010075015190101",-1.50747315579451,1,0,3,12,12,"02"
"9448","1411400010075015190102",2.07673701833874,1,0,3,9,9,"04"
"9449","1411400010075015190501",-2.00101815789122,0,0,3,0,0,"06"
"9450","1411400010075018170201",3.53536231260519,0,0,3,3,2,"06"
"9451","1411400010075018170202",-3.69490174973059,0,0,3,6,3,"07"
"9452","1411400010075018180301",3.6587218932231,1,0,3,9,6,"02"
"9453","1411400010075018190401",1.10807925402273,1,0,3,0,2,"06"
"9454","1411600010258007120201",0.80305092789742,0,0,6,0,0,"04"
"9455","1411600010258007190401",-0.438952874369634,1,0,3,6,6,"06"
"9456","1411600010258008120401",-2.2945216252939,1,0,3,0,2,"09"
"9457","1411600010258008190201",0.156533042021759,0,0,3,6,6,"04"
"9458","1411600010258014120101",-3.6438900485921,1,0,3,2,3,"07"
"9459","1411600010258014120102",-1.15491380857527,1,0,3,0,0,"06"
"9460","1411600010258014170301",-1.76378608216036,1,0,6,0,0,"06"
"9461","1411600010258014170302",-1.48353834762376,0,0,NA,0,0,"09"
"9462","1411600010258014190501",-1.12580795313466,1,0,3,0,0,"NT"
"9463","1411600010328001120455",-2.49135016079302,1,0,3,3,9,"06"
"9464","1411600010328001170150",1.71713644979657,1,0,3,0,0,"NT"
"9465","1411600010328001170201",-0.415741351636436,0,0,3,0,3,"06"
"9466","1411600010328001170501",0.369820196360687,0,0,3,1,0,"06"
"9467","1411600010328001190201",0.218547460055591,0,0,3,0,6,"08"
"9468","1411600010328001190401",-1.5979296072118,0,0,3,0,0,"08"
"9469","1411600010328001190501",0.565879723136638,1,0,3,0,0,"NT"
"9470","1411700010109002120401",-1.49033651787325,1,0,3,3,0,"06"
"9471","1411700010109002170401",-2.42805228084664,1,0,3,6,6,"07"
"9472","1411700010109002190201",0.316034537600268,0,0,3,0,0,"06"
"9473","1411700010109026120101",-0.973392903415599,1,0,3,0,0,"04"
"9474","1411700010109026120201",-1.49033651787325,0,0,3,1,6,"07"
"9475","1411700010109026170101",-2.17793215256752,1,0,3,0,0,"06"
"9476","1411700010109026170301",1.20872443356698,1,0,3,3,3,"07"
"9477","1411700010109026190201",-1.11037265599285,0,0,3,0,3,"06"
"9478","1411700010109026190301",-0.6849791053195,1,0,3,0,6,"09"
"9479","1411700010109037120501",-0.415708251640957,1,0,3,3,6,"06"
"9480","1411700010109037170101",-0.346970118102895,1,0,3,3,0,"NT"
"9481","1411700010109037190501",-0.434018129003302,1,0,3,0,0,"06"
"9482","1412000010231011120201",5.42154934203758,1,0,6,9,9,"07"
"9483","1412000010231011190401",-1.44484074626804,0,0,3,6,0,"07"
"9484","1412000010231011690501",1.27505972390393,1,0,3,0,0,"05"
"9485","1412000010231015120401",0.277534263521994,1,0,3,0,6,"07"
"9486","1412000010231015690150",1.23152179277273,1,0,3,0,4,"NT"
"9487","1412000010231015690201",-0.348093503041161,0,0,6,0,0,"06"
"9488","1412000010231016190301",-3.47843434840045,0,0,6,0,0,"NT"
"9489","1412000010231016690301",4.10587517158406,0,0,3,12,22,"08"
"9490","1412000010231040710151",-2.02143719771178,1,0,3,0,0,"NT"
"9491","1412000010373020170101",1.5213740637609,1,0,3,2,2,"07"
"9492","1412000010373020170201",3.31756091624114,0,0,3,4,2,"04"
"9493","1412000010373020180301",-1.69233404167479,1,0,3,12,16,"02"
"9494","1412000010373020190201",-2.42127499550012,0,0,3,0,0,"NT"
"9495","1412000010373032170501",-3.82543798269951,1,0,3,0,0,"06"
"9496","1412000010373032180501",1.55235634788781,0,0,3,6,4,"99"
"9497","1412000010373032190401",3.83446806363602,0,1,3,9,9,"06"
"9498","1412000010373040180201",0.751302930643045,0,0,3,3,6,"07"
"9499","1412000010373040190101",-2.93873392086461,1,0,3,0,0,"08"
"9500","1412000010937008170201",-1.4637249063174,0,0,3,0,9,"04"
"9501","1412000010937008180501",1.30615763997206,1,0,3,0,0,"04"
"9502","1412000010937008190401",-3.1680834186129,1,0,3,9,9,"08"
"9503","1412000010937023170201",3.30713032864453,0,0,6,2,8,"09"
"9504","1412000010937023180501",2.57939746231029,1,0,3,0,0,"NT"
"9505","1412000010937023190401",-0.687524869415756,1,0,3,16,16,"02"
"9506","1412000010937055170301",4.41731037355764,1,0,3,11,16,"04"
"9507","1412000010937055190101",2.87384568963135,1,0,3,0,0,"06"
"9508","1412000012219003170501",-1.09842649307041,1,0,3,0,0,"06"
"9509","1412000012219003180301",3.70775244712595,1,0,3,9,6,"07"
"9510","1412000012219003190101",1.85997272951291,1,0,3,6,6,"05"
"9511","1412000012219035170201",-3.24589216524246,0,0,3,0,0,"09"
"9512","1412000012219035180301",2.7891559117906,0,0,3,12,6,"08"
"9513","1412000012219035190101",-2.93873392086461,1,0,3,0,0,"06"
"9514","1412000012219042170201",-2.19649284308858,0,0,3,0,4,"07"
"9515","1412000012219042180201",-2.01097958594262,0,0,3,6,2,"NT"
"9516","1412000012219042190401",-0.829608450718757,1,0,3,0,0,"NT"
"9517","1412000012257002170201",3.01039785380874,0,0,3,0,3,"07"
"9518","1412000012257002180201",-0.309441526888942,0,0,3,6,6,"07"
"9519","1412000012257002190301",-1.57028643732655,1,0,3,1,6,"07"
"9520","1412000012257024170201",0.709111971052075,0,0,3,3,2,"NT"
"9521","1412000012257024180401",-3.23223738826728,1,0,3,0,0,"07"
"9522","1412000012257024190501",-1.32971822727206,1,0,3,5,0,"06"
"9523","1412000012257025170101",-0.264230552980747,1,0,3,0,2,"09"
"9524","1412000012257025180101",0.622538238368296,1,0,3,0,0,"NT"
"9525","1412000012257025190501",-3.82543798269951,1,0,3,0,0,"NT"
"9526","1412000012331004170201",-2.7749567121993,1,0,3,2,2,"07"
"9527","1412000012331004180301",0.0412091491245068,1,0,3,9,9,"99"
"9528","1412000012331004190501",-2.00101815789122,1,0,6,6,0,"09"
"9529","1412000012331011170201",-1.18128705300897,0,1,3,1,0,"04"
"9530","1412000012331011180201",1.61371463120252,0,0,2,11,9,"99"
"9531","1412000012331011190501",1.40076881562643,1,0,3,6,0,"06"
"9532","1412000012331018170401",-5.10733788620677,1,0,6,0,0,"06"
"9533","1412000012331018180101",-3.0462493871666,1,0,3,2,1,"04"
"9534","1412000012331018190101",-1.81177150742424,1,0,3,0,5,"09"
"9535","1412000012350002120201",3.49126119223054,0,0,3,0,0,"08"
"9536","1412000012350002190301",2.8303668966581,1,0,3,9,9,"04"
"9537","1412000012350002690401",4.77193322778026,0,0,3,18,12,"NT"
"9538","1412000012350024120401",6.49145066944914,1,0,3,9,9,"NT"
"9539","1412000012350024190501",5.87756741101026,1,0,3,0,0,"06"
"9540","1412000012350024690101",4.26234364470202,1,0,3,0,0,"02"
"9541","1412000012350034120301",4.63989703357518,1,0,3,8,9,"08"
"9542","1412000012350034190101",3.38950385482307,1,0,3,0,3,"NT"
"9543","1412000012350034690201",5.57315486599327,0,1,3,22,12,"99"
"9544","1412000012435001170501",-0.152249433218898,1,0,3,16,6,"02"
"9545","1412000012435001190101",-2.00101815789122,1,0,3,0,6,"NT"
"9546","1412000012435001190401",-1.2829557914289,0,0,3,0,0,"NT"
"9547","1412000012435014170101",-4.09955253141331,1,0,3,3,6,"09"
"9548","1412000012435014170501",-1.94230774039315,1,0,6,3,4,"02"
"9549","1412000012435014190101",3.79460666420193,1,0,3,0,9,"NT"
"9550","1412000012435014190201",2.68258200507392,0,0,3,0,0,"NT"
"9551","1412000012435019170301",0.184357083912583,1,0,6,9,9,"06"
"9552","1412000012435019190201",-0.410201281040702,0,0,3,0,6,"NT"
"9553","1412000012435019190301",-0.738069658219349,0,0,3,0,6,"NT"
"9554","1412000012524009120201",3.47811241658178,0,0,3,0,0,"07"
"9555","1412000012524009190101",-2.20253886902716,1,0,3,3,5,"05"
"9556","1412000012524009690101",-0.256110746774422,1,0,3,0,0,"NT"
"9557","1412000012524013120501",0.645923718610549,1,0,3,0,0,"06"
"9558","1412000012524013190301",0.870109249602112,1,0,3,6,6,"04"
"9559","1412000012524013690401",3.94877908720204,0,0,4,0,3,"NT"
"9560","1412000012524016120301",0.959242168393228,1,0,3,0,0,"09"
"9561","1412000012524016190401",0.274754841569856,1,0,3,6,6,"04"
"9562","1412000012524016690201",-2.58733271798996,0,0,3,0,0,"07"
"9563","141200001408A009170201",-1.14459106060091,0,0,6,0,6,"NT"
"9564","141200001408A009170202",-2.662559149377,0,0,3,3,9,"09"
"9565","141200001408A009170501",-1.20550082002698,1,0,3,6,9,"04"
"9566","141200001408A018120201",4.40492829403768,0,0,3,0,3,"06"
"9567","141200001408A018120401",-2.49135016079302,1,0,3,3,3,"02"
"9568","141200001408A018120501",-1.3382069523652,1,0,3,0,0,"04"
"9569","141200001408A030190101",1.90340502931542,1,0,2,16,0,"02"
"9570","141200001408A030190102",-1.88762000532471,1,0,3,9,6,"02"
"9571","141200001408A030190301",2.55418191862209,0,0,2,6,6,"07"
"9572","1412000014431006120501",-0.155410835018354,1,0,3,0,0,"05"
"9573","1412000014431006190401",-4.16962212323339,0,0,3,3,3,"07"
"9574","1412000014431006690201",0.581449687239007,1,0,3,4,5,"07"
"9575","1412000014431017120301",1.7944201799473,0,0,3,9,9,"02"
"9576","1412000014431017190101",-1.10484056490287,1,0,3,0,0,"NT"
"9577","1412000014431017690401",1.24749761724404,0,0,3,4,6,"NT"
"9578","1412000014431023120201",1.31057260859708,1,0,3,3,4,"02"
"9579","1412000014431023190301",-2.51570091665951,1,0,3,5,3,"09"
"9580","1412000014431023690201",1.48585619017185,0,0,3,0,3,"07"
"9581","1412000015340001120201",0.933797637319136,1,0,3,0,0,"NT"
"9582","1412000015340001190201",-0.473358316810669,1,0,3,9,9,"01"
"9583","1412000015340001690101",6.39328893640354,1,1,3,0,0,"04"
"9584","1412000015340043120301",2.87195469479453,1,0,3,6,6,"NT"
"9585","1412000015340043190401",4.99244884262083,1,0,3,15,9,"09"
"9586","1412000015340043690501",3.54532374065658,1,0,3,0,0,"08"
"9587","1412000015340052120501",4.28197725202567,1,0,2,0,0,"09"
"9588","1412000015340052190101",1.47318497474978,1,0,3,0,0,"02"
"9589","1412000015340052690301",2.96354095684771,0,0,3,12,12,"NT"
"9590","1412001395980013170401",1.43511005340986,1,0,3,0,0,"06"
"9591","1412001395980013170402",-1.34910714596093,1,0,3,0,0,"06"
"9592","1412001395980013190501",-0.107107881401254,1,0,3,0,0,"06"
"9593","1412001395980019170501",-0.142288005167501,1,0,3,3,3,"06"
"9594","1412001395980019190101",-1.16311914486025,1,0,3,0,0,"06"
"9595","1412001395980019190201",-3.85957035845473,0,0,3,0,0,"06"
"9596","1412001395980020170301",4.43602223652318,0,0,3,6,6,"06"
"9597","1412001395980020170501",-3.36014441168657,1,0,3,0,0,"09"
"9598","1412001395980020190201",2.29326782746811,0,0,3,0,0,"08"
"9599","1412001395980021170201",3.08696116112871,0,0,3,6,4,"07"
"9600","1412001395980021190101",-2.31440672770053,1,0,3,0,0,"02"
"9601","1412001395980021190301",0.803636105880993,1,1,3,9,9,"04"
"9602","1412001395980028170201",-0.671637655050354,0,0,3,6,6,"05"
"9603","1412001395980028190101",0.100514818423371,1,0,3,0,0,"07"
"9604","1412001395980028190401",-3.30464043432857,1,0,3,0,0,"08"
"9605","1412002312026004120401",3.6877832906406,1,1,3,16,16,"04"
"9606","1412002312026004190301",-1.83915296748848,1,0,3,6,3,"06"
"9607","1412002312026004690201",-0.0545900356384852,0,0,3,0,0,"06"
"9608","1412002312026007120201",-1.24314914828896,0,0,3,5,1,"08"
"9609","1412002312026007190201",-2.01097958594262,0,0,NA,0,0,"06"
"9610","1412002312026007690501",-4.05162933076357,1,0,3,0,0,"05"
"9611","1412002312026028120101",-2.51570091665951,1,0,3,0,0,"05"
"9612","1412002312026028190101",-4.12275788202386,1,0,3,0,0,"06"
"9613","1412002312026028690101",-0.409906506569178,1,1,3,0,0,"06"
"9614","1412002313842005120301",6.39328893640354,0,0,3,9,9,"04"
"9615","1412002313842005190301",1.89894939325847,1,0,3,0,3,"05"
"9616","1412002313842005690101",0.754188165949085,1,0,3,0,0,"NT"
"9617","1412002313842012120201",5.90947078483262,0,0,3,2,6,"08"
"9618","1412002313842012190201",4.64415815537607,0,0,3,0,12,"04"
"9619","1412002313842012690201",3.85832263578475,0,1,3,10,0,"07"
"9620","1412002313842017120501",2.43169111486959,1,0,3,15,6,"02"
"9621","1412002313842017190501",1.40751867275794,0,0,3,3,3,"09"
"9622","1412002313842017690401",-0.412074811948234,1,0,3,0,18,"03"
"9623","1412002314145016120201",-0.285063679211164,0,0,3,2,0,"07"
"9624","1412002314145016190501",-1.1775462263715,1,0,3,0,0,"07"
"9625","1412002314145016690450",-2.2945216252939,0,0,3,0,0,"NT"
"9626","1412002314145032120101",0.619208065369938,1,0,6,0,0,"NT"
"9627","1412002314145032190301",-2.7571859867572,0,0,6,6,6,"04"
"9628","1412002314145032690501",-0.457353451579561,1,0,3,0,0,"06"
"9629","1412002314145045120401",-3.09752226442196,0,0,6,6,9,"07"
"9630","1412002314145045190101",0.557514421387806,1,0,3,0,0,"05"
"9631","1412002314145045690201",3.50473545049778,0,0,3,0,0,"NT"
"9632","1412002314164011120101",-0.396815516669848,1,0,3,0,0,"04"
"9633","1412002314164011190301",-2.51570091665951,0,0,3,0,0,"NT"
"9634","1412002314164011690501",-1.15532766930789,0,0,3,0,0,"05"
"9635","1412002314164013120201",2.40744428469455,1,0,3,0,0,"06"
"9636","1412002314164013190101",0.0990751874649285,1,0,3,0,3,"08"
"9637","1412002314164013690401",-4.04438194818619,1,0,3,0,0,"07"
"9638","1412002314164029120401",-0.517614682262932,1,0,3,3,0,"99"
"9639","1412002314164029190501",-2.1692190525448,1,0,3,0,0,"06"
"9640","1412002314164029690201",4.08797480404847,0,0,3,0,6,"NT"
"9641","1412002315726001120101",4.23121549802932,1,0,3,0,0,"06"
"9642","1412002315726001190501",-1.20788894054729,0,0,3,0,0,"07"
"9643","1412002315726001690301",-2.51570091665951,0,0,3,0,0,"NT"
"9644","1412002315726047120401",4.72938522371917,1,0,3,8,12,"04"
"9645","1412002315726047190201",0.929418631955762,0,0,3,6,6,"NT"
"9646","1412002315726047690101",4.81834506863454,1,0,3,12,9,"NT"
"9647","1412002316230003120201",5.00757735435329,0,0,3,15,6,"04"
"9648","1412002316230003190201",-0.942205525991743,1,0,3,6,6,"NT"
"9649","1412002316230003690401",1.27873475335243,0,0,1,17,6,"02"
"9650","1412002316230022120301",0.146050246660553,1,0,3,12,9,"08"
"9651","1412002316230022190101",-1.09086388629992,1,0,3,0,3,"09"
"9652","1412002316230022690201",-1.5951333769108,0,0,3,0,12,"NT"
"9653","1412002316230026120501",4.06957825279513,0,0,3,3,6,"NT"
"9654","1412002316230026190301",0.0944972205617378,0,0,3,0,0,"07"
"9655","1412002316230026690101",2.15679021900151,1,0,3,4,6,"09"
"9656","1412100010192004170501",-1.25651252116547,1,0,3,2,3,"02"
"9657","1412100010192004190401",-2.2945216252939,1,0,3,0,0,"06"
"9658","1412100010192013120201",0.7717219704636,0,0,3,0,0,"06"
"9659","1412100010192013120301",-3.6438900485921,1,0,6,0,0,"06"
