"ginc_1_2","ginc_3","ginc_4","ginc_5","ginc_6","ginc_7","bin_telefono","bin_celular","bin_tvpaga","bin_conex_inte","bin_agua","bin_electricidad","bin_sex","coche","propiedad","piso_tierra","piso_cemento","piso_otro","share_h","share_ocup","inst_IMSS","inst_IMSS Prospera","inst_ISSSTE","inst_Otro","inst_PEMEX","inst_NA","hablaind","prospera","adultom","tam_grande","tam_med","tam_medpeq","tam_peq","no_edu","kinder","primaria","secundaria","preparatoria","licenciatura","postgrado","ent_01","ent_02","ent_03","ent_04","ent_05","ent_06","ent_07","ent_08","ent_09","ent_10","ent_11","ent_12","ent_13","ent_14","ent_15","ent_16","ent_17","ent_18","ent_19","ent_20","ent_21","ent_22","ent_23","ent_24","ent_25","ent_26","ent_27","ent_28","ent_29","ent_30","ent_31","ent_32","folio"
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.6,0.6,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010219003200101-"
0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010219003200201-"
0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010219014190201-"
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.333333333333333,0.666666666666667,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010219016210401-"
1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257007190301-"
0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257007190401-"
0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257007200401-"
0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257015190101-"
0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0.666666666666667,0.666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257015200101-"
1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257015200201-"
0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.4,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257015210401-"
0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.75,0.25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257030190501-"
0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0.5,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400800010257030200301-"
0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0.5,0.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061007270201-"
0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0.4,0.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061007270401-"
0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061007270501-"
0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0.5,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061019260101-"
0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0.666666666666667,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061019260302-"
0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061019260401-"
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061024250101-"
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061024250201-"
0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010061024250301-"
0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127004270201-"
0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.4,0.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127004270501-"
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0.333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127004270502-"
1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0.5,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127042260101-"
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127042260201-"
0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127042260301-"
0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127055250101-"
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127055250201-"
0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010127055250401-"
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485007260102-"
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485007260201-"
1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485007260301-"
1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485007260401-"
1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485008270201-"
1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.4,0.2,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485008270401-"
0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.4,0.6,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485008270501-"
1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0.666666666666667,0.166666666666667,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485008270502-"
0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0.5,1,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485013250101-"
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.5,0.5,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485013250102-"
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485013250201-"
0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900010485013250301-"
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.5,0.25,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428015250101-"
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428015250201-"
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.5,0.333333333333333,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428015250301-"
0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428017260101-"
0,1,0,0,0,0,0,1,0,0,1,1,0,3,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428017260201-"
0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428017260401-"
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0.25,0.25,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428022270401-"
1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428022270501-"
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0400900020428022270502-"
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401100010017013250201-"
0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401100010017018250102-"
0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401100010017018260201-"
1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401100010017018260401-"
1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401100010017023270501-"
0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A005250101-"
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0.5,1,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A005250201-"
0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A005250301-"
1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A016260101-"
0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A016260301-"
0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A016260401-"
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.666666666666667,0.5,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A031270201-"
0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A031270401-"
0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"040110001006A031270501-"
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001250201-"
0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001250301-"
0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0.4,0.4,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001250401-"
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001260101-"
1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001260201-"
1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001260301-"
1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001260401-"
1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.5,1,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001270101-"
1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.5,0.25,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001270201-"
0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103400000001270501-"
0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103550000001250101-"
0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.25,0.5,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103550000001250102-"
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103550000001250201-"
0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0.5,0.25,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103550000001250401-"
0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103550000001250501-"
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0401103550000001260101-"
