"ent","rank","sd_WC","ratio_WC","mean_","sd","sd_BC","ratio_BC","ratio"
"01",1,0.0228232859660165,0.26501110725974,0.186214380795624,0.315608785488622,0.0185412585896981,1.13198921161488,0.672490816306655
"01",2,0.0350485216507248,0.421430887172605,0.617188091239345,0.0472420012387748,0.0185412585896981,1.13198921161488,0.755393299660473
"01",3,0.0290216139457246,0.46860915774235,0.760864899274706,0.0294460052311714,0.0185412585896981,1.13198921161488,0.780397783062438
"01",4,0.0348069116781665,0.463999869927957,0.860067551077039,0.0334947538196507,0.0185412585896981,1.13198921161488,0.77795486052081
"01",5,0.0408265818819931,0.55200117258212,0.957041510033055,0.0249202236823054,0.0185412585896981,1.13198921161488,0.824595550927516
"01",6,0.0336474584042003,0.502526063084863,1.02779955418211,0.0225220368232261,0.0185412585896981,1.13198921161488,0.79837374289397
"01",7,0.0395132602239137,0.546979380028427,1.09832285928931,0.0172212662715247,0.0185412585896981,1.13198921161488,0.821934000874059
"01",8,0.0374256398755351,0.615555743115064,1.15822821970776,0.0110417888620342,0.0185412585896981,1.13198921161488,0.858279473309976
"01",9,0.05433238662488,0.624815583923037,1.19762498751293,0.0112373717631887,0.0185412585896981,1.13198921161488,0.863187188938202
"01",10,0.0460893915016704,0.60375224903201,1.23769026683187,0.0169928384565692,0.0185412585896981,1.13198921161488,0.852023621445958
"01",11,0.0412555675672072,0.58837529555241,1.29308421145229,0.0116589000289624,0.0185412585896981,1.13198921161488,0.84387383610177
"01",12,0.0389704837452963,0.660764082191542,1.32292676709103,0.00789590117456309,0.0185412585896981,1.13198921161488,0.88223989302051
"01",13,0.0681016555911104,0.654284398135084,1.3582291950569,0.0114990718489247,0.0185412585896981,1.13198921161488,0.878805660470587
"01",14,0.046070779629891,0.652909166489211,1.387012931114,0.00829169764893685,0.0185412585896981,1.13198921161488,0.878076787698274
"01",15,0.0495944283183705,0.592145708020879,1.40811714504661,0.00800993733320902,0.0185412585896981,1.13198921161488,0.845872154710059
"01",16,0.046865483375872,0.670933108108146,1.44145915979758,0.0105244269374416,0.0185412585896981,1.13198921161488,0.88762947675631
"01",17,0.0582714007864417,0.741383917463003,1.4693754478445,0.006723588212731,0.0185412585896981,1.13198921161488,0.924968405714384
"01",18,0.0494617697412134,0.660722371189148,1.49120117352619,0.00591227956159471,0.0185412585896981,1.13198921161488,0.882217786189241
"01",19,0.0516225166726095,0.695645765645991,1.51898871845038,0.0101548257499529,0.0185412585896981,1.13198921161488,0.900727185251368
"01",20,0.0475246244858237,0.679385370161905,1.54563602121344,0.00534348952021999,0.0185412585896981,1.13198921161488,0.892109175644802
"01",21,0.0490902313872065,0.686376620570985,1.56050151656495,0.00611413613765743,0.0185412585896981,1.13198921161488,0.895814538361615
"01",22,0.0385483175979647,0.827074805515139,1.58834368539733,0.00805025111522795,0.0185412585896981,1.13198921161488,0.970384576382016
"01",23,0.0639101710190326,0.727083734990605,1.61129065715148,0.00528379143277684,0.0185412585896981,1.13198921161488,0.917389309004013
"01",24,0.0714143721371392,0.816191941665285,1.62574099367834,0.00486237257597884,0.0185412585896981,1.13198921161488,0.964616658541594
"01",25,0.0675139892991928,0.717470328736597,1.64688457113963,0.00724293855488862,0.0185412585896981,1.13198921161488,0.912294203689389
"01",26,0.0439236546710546,0.867450431867745,1.66580751144107,0.00510893218949066,0.0185412585896981,1.13198921161488,0.991783658348898
"01",27,0.0780682175878704,0.812814484947174,1.68564686492337,0.00438838558012004,0.0185412585896981,1.13198921161488,0.962826606480994
"01",28,0.0688556498917842,0.773471867985083,1.69750717215964,0.0030466736139791,0.0185412585896981,1.13198921161488,0.941975019491087
"01",29,0.0789399816913009,0.737079792497414,1.71487912736594,0.00641415010341046,0.0185412585896981,1.13198921161488,0.922687219482622
"01",30,0.0612250170835345,0.838026173917871,1.73140384837484,0.00364211012617897,0.0185412585896981,1.13198921161488,0.976188801635464
"01",31,0.0399982361704346,0.895402008391547,1.74920549868702,0.00691601678220397,0.0185412585896981,1.13198921161488,1.00659799390651
"01",32,0.0660648802649495,0.890355257579912,1.76769179612794,0.00626720043160321,0.0185412585896981,1.13198921161488,1.00392321597635
"01",33,0.0463512801290139,0.798804976834526,1.7855292100347,0.00496879824119492,0.0185412585896981,1.13198921161488,0.955401567181291
"01",34,0.073814663104447,1.04800175553967,1.80142147550846,0.003502543868246,0.0185412585896981,1.13198921161488,1.08747585989502
"01",35,0.0472179001486495,0.828249631068621,1.81588367856688,0.00428075017216318,0.0185412585896981,1.13198921161488,0.971007233925362
"01",36,0.0646299404064908,0.782308647425711,1.83336444043114,0.00630084993359506,0.0185412585896981,1.13198921161488,0.94665851259462
"01",37,0.054353359816198,0.854894688298541,1.85709496724047,0.00617342802549029,0.0185412585896981,1.13198921161488,0.985129114257219
"01",38,0.0430754999313744,0.936107268660288,1.8758406340551,0.00587123636854927,0.0185412585896981,1.13198921161488,1.02817178184895
"01",39,0.0556078842396369,0.822874212714529,1.89490236806726,0.00490910816503951,0.0185412585896981,1.13198921161488,0.968158262197693
"01",40,0.066763833250838,0.821183097704256,1.91371886429151,0.00583072367210561,0.0185412585896981,1.13198921161488,0.967261971242248
"01",41,0.0735182867246962,0.822076225256323,1.9302230551437,0.0037883967495719,0.0185412585896981,1.13198921161488,0.967735328844844
"01",42,0.055534668086747,0.803471629634135,1.94801820608225,0.00505641941786126,0.0185412585896981,1.13198921161488,0.957874893165084
"01",43,0.0580446196927278,0.925161323063042,1.96438960991376,0.00578581545274963,0.0185412585896981,1.13198921161488,1.0223704306824
