"","y","ginc_1_2","ginc_3","ginc_4","ginc_5","ginc_6","ginc_7","bin_telefono","bin_celular","bin_tvpaga","bin_conex_inte","bin_agua","bin_electricidad","bin_sex","coche","propiedad","piso_tierra","piso_cemento","piso_otro","share_h","share_ocup","inst_IMSS","inst_IMSS Prospera","inst_ISSSTE","inst_Otro","inst_PEMEX","hablaind","prospera","adultom","tam_grande","tam_med","tam_medpeq","tam_peq","no_edu","kinder","primaria","secundaria","preparatoria","licenciatura","postgrado","ent_01","ent_02","ent_03","ent_04","ent_05","ent_06","ent_07","ent_08","ent_09","ent_10","ent_11","ent_12","ent_13","ent_14","ent_15","ent_16","ent_17","ent_18","ent_19","ent_20","ent_21","ent_22","ent_23","ent_24","ent_25","ent_26","ent_27","ent_28","ent_29","ent_30","ent_31","ent_32","folio"
"5532",3.36402342450372,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.333333333333333,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01600219151-----"
"5533",2.18953151268932,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0.333333333333333,0.333333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"25048923212-----"
"5534",2.26462265823078,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08022512041-----"
"5535",-0.308671960352034,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.5,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07612875141-----"
"5536",1.97729689345239,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0.5,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"24030364021-----"
"5537",2.45597773787697,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"20617530051-----"
"5538",0.998244381563722,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0.857142857142857,0.857142857142857,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12614058141-----"
"5539",1.09405535166784,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0.4,0.2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"31027245081-----"
"5540",2.76085203066229,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0.333333333333333,0.666666666666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15012186031-----"
"5541",1.3143505163578,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.4,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02600258151-----"
"5542",2.24137792562386,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0.4,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"09043414011-----"
"5543",2.44024369759706,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.5,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"20012829021-----"
"5544",1.67805817270761,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0.5,0.333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17024478131-----"
"5545",1.99965787518845,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0.25,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11007020051-----"
"5546",3.43080699888919,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"22016345011-----"
"5547",3.50691200310251,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0.333333333333333,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"26603219131-----"
"5548",3.11707799127726,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.333333333333333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05047818021-----"
"5549",1.84313198352433,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"23601817021-----"
"5550",0.719242498841155,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0.375,0.125,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11615899031-----"
"5551",2.46053817725461,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.25,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"09128319061-----"
"5552",1.01845680379069,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5,0.666666666666667,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"21061603171-----"
"5553",1.17934803753525,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0.4,0.4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12603424191-----"
"5554",1.73925782103893,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0.75,0.25,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"31603936151-----"
"5555",2.72618518955577,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0.25,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08052698021-----"
"5556",1.6879120494822,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0.666666666666667,0.333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"25009953031-----"
"5557",1.21428788717944,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.25,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17033788051-----"
"5558",0.610455918005805,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.428571428571429,0.285714285714286,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07031450101-----"
